"id","Date","BTC_Open","BTC_High","BTC_Low","BTC_Close","BTC_Adj_Close","BTC_Volume","BTC_Daily_Percent_Change","ETH_Open","ETH_High","ETH_Low","ETH_Close","ETH_Adj_Close","ETH_Volume","ETH_Daily_Percent_Change"
28,"2017-12-06 00:00:00",11923.40039,14369.09961,11923.40039,14291.5,14291.5,12656300032,19.86,462.604004,462.708008,420.209991,428.588013,428.588013,1998259968,-7.35
29,"2017-12-07 00:00:00",14266.09961,17899.69922,14057.29981,17899.69922,17899.69922,17950699520,25.47,426.368988,441.397003,414.411011,434.40799,434.40799,2129570048,1.89
30,"2017-12-08 00:00:00",17802.90039,18353.40039,14336.90039,16569.40039,16569.40039,21135998976,-6.93,434.989014,466.062012,422.367004,456.031006,456.031006,2336379904,4.84
31,"2017-12-09 00:00:00",16523.30078,16783,13674.90039,15178.2002,15178.2002,13911300096,-8.14,457.343994,504.147003,456.252991,473.502014,473.502014,2003849984,3.53
32,"2017-12-10 00:00:00",15168.40039,15850.59961,13226.59961,15455.40039,15455.40039,13433299968,1.89,472.789001,472.789001,429.514008,441.721008,441.721008,1404179968,-6.57
33,"2017-12-11 00:00:00",15427.40039,17513.90039,15404.79981,16936.80078,16936.80078,12153900032,9.78,440.358002,516.968994,439.104004,515.135986,515.135986,1771440000,16.98
34,"2017-12-12 00:00:00",16919.80078,17781.80078,16571.59961,17415.40039,17415.40039,14603799552,2.93,522.286011,657.317993,504.493988,651.43103,651.43103,5179829760,24.73
35,"2017-12-13 00:00:00",17500,17653.09961,16039.7002,16408.19922,16408.19922,12976900096,-6.24,644.906006,747.992981,597.797974,702.767029,702.767029,4524539904,8.97
36,"2017-12-14 00:00:00",16384.59961,17085.80078,16185.90039,16564,16564,13777399808,1.09,700.593994,753.120972,664.989014,695.815979,695.815979,3821580032,-0.68
37,"2017-12-15 00:00:00",16601.30078,18154.09961,16601.30078,17706.90039,17706.90039,14309999616,6.66,696.375977,697.132019,621.060974,684.447998,684.447998,2758710016,-1.71
38,"2017-12-16 00:00:00",17760.30078,19716.69922,17515.30078,19497.40039,19497.40039,12740599808,9.78,686.192017,718.38501,680.786011,696.208984,696.208984,2165690112,1.46
39,"2017-12-17 00:00:00",19475.80078,20089,18974.09961,19140.80078,19140.80078,13314599936,-1.72,696.237,735.825012,696.237,719.974976,719.974976,2147389952,3.41
40,"2017-12-18 00:00:00",19106.40039,19371,18355.90039,19114.19922,19114.19922,14839499776,0.04,721.731995,803.927979,689.231018,794.64502,794.64502,3249230080,10.1
41,"2017-12-19 00:00:00",19118.30078,19177.80078,17275.40039,17776.69922,17776.69922,16894499840,-7.02,793.901001,881.94397,785.34198,826.822998,826.822998,4096549888,4.15
42,"2017-12-20 00:00:00",17760.30078,17934.69922,16077.7002,16624.59961,16624.59961,22149699584,-6.39,827.515991,845.062012,756.004028,819.085999,819.085999,3969939968,-1.02
43,"2017-12-21 00:00:00",16642.40039,17567.69922,15342.7002,15802.90039,15802.90039,16516599808,-5.04,820.236023,880.54303,792.689026,821.062988,821.062988,3569060096,0.1
44,"2017-12-22 00:00:00",15898,15943.40039,11833,13831.79981,13831.79981,22197999616,-13.0,822.643005,827.682983,543.762024,674.859985,674.859985,4977710080,-17.96
45,"2017-12-23 00:00:00",13948.7002,15603.2002,13828.79981,14699.2002,14699.2002,13086000128,5.38,681.315979,763.89502,679.731018,719.387024,719.387024,2480339968,5.59
46,"2017-12-24 00:00:00",14608.2002,14626,12747.7002,13925.79981,13925.79981,11572299776,-4.67,721.768982,721.768982,614.921997,694.14801,694.14801,2300549888,-3.83
47,"2017-12-25 00:00:00",13995.90039,14593,13448.90039,14026.59961,14026.59961,10664699904,0.22,698.869995,782.520996,698.869995,765.833984,765.833984,2491760128,9.58
48,"2017-12-26 00:00:00",14036.59961,16461.19922,14028.90039,16099.79981,16099.79981,13454300160,14.7,763.369995,786.789978,760.934998,773.835999,773.835999,2201159936,1.37
49,"2017-12-27 00:00:00",16163.5,16930.90039,15114.29981,15838.5,15838.5,12487600128,-2.01,774.969971,789.252991,738.413025,762.84198,762.84198,2100029952,-1.56
50,"2017-12-28 00:00:00",15864.09961,15888.40039,13937.29981,14606.5,14606.5,12336499712,-7.93,762.208008,763.31897,701.187012,737.02301,737.02301,2389149952,-3.3
51,"2017-12-29 00:00:00",14695.79981,15279,14307,14656.2002,14656.2002,13025500160,-0.27,740.388977,770.117004,729.607971,753.59198,753.59198,2648969984,1.78
52,"2017-12-30 00:00:00",14681.90039,14681.90039,12350.09961,12952.2002,12952.2002,14452599808,-11.78,753.815002,753.815002,685.231018,717.257019,717.257019,3187780096,-4.85
53,"2017-12-31 00:00:00",12897.7002,14377.40039,12755.59961,14156.40039,14156.40039,12136299520,9.76,712.211975,760.348022,710.119019,756.732971,756.732971,2554269952,6.25
54,"2018-01-01 00:00:00",14112.2002,14112.2002,13154.7002,13657.2002,13657.2002,10291200000,-3.22,755.757019,782.530029,742.004028,772.640991,772.640991,2595760128,2.23
55,"2018-01-02 00:00:00",13625,15444.59961,13163.59961,14982.09961,14982.09961,16846600192,9.96,772.346008,914.830017,772.346008,884.44397,884.44397,5783349760,14.51
56,"2018-01-03 00:00:00",14978.2002,15572.79981,14844.5,15201,15201,16871900160,1.49,886,974.471008,868.450989,962.719971,962.719971,5093159936,8.66
57,"2018-01-04 00:00:00",15270.7002,15739.7002,14522.2002,15599.2002,15599.2002,21783199744,2.15,961.713013,1045.079956,946.085999,980.921997,980.921997,6502859776,2
58,"2018-01-05 00:00:00",15477.2002,17705.19922,15202.79981,17429.5,17429.5,23840899072,12.61,975.75,1075.390015,956.325012,997.719971,997.719971,6683149824,2.25
59,"2018-01-06 00:00:00",17462.09961,17712.40039,16764.59961,17527,17527,18314600448,0.37,995.153992,1060.709961,994.622009,1041.680054,1041.680054,4662219776,4.68
60,"2018-01-07 00:00:00",17527.30078,17579.59961,16087.7002,16477.59961,16477.59961,15866000384,-5.99,1043.01001,1153.170044,1043.01001,1153.170044,1153.170044,5569880064,10.56
61,"2018-01-08 00:00:00",16476.19922,16537.90039,14208.2002,15170.09961,15170.09961,18413899776,-7.93,1158.26001,1266.930054,1016.049988,1148.530029,1148.530029,8450970112,-0.84
62,"2018-01-09 00:00:00",15123.7002,15497.5,14424,14595.40039,14595.40039,16659999744,-3.49,1146,1320.97998,1145.48999,1299.73999,1299.73999,7965459968,13.42
63,"2018-01-10 00:00:00",14588.5,14973.29981,13691.2002,14973.29981,14973.29981,18500800512,2.64,1300.339966,1417.380005,1226.599976,1255.819946,1255.819946,9214950400,-3.42
64,"2018-01-11 00:00:00",14968.2002,15018.79981,13105.90039,13405.79981,13405.79981,16534099968,-10.44,1268.089966,1337.300049,1135.170044,1154.930054,1154.930054,7235899904,-8.92
65,"2018-01-12 00:00:00",13453.90039,14229.90039,13158.09961,13980.59961,13980.59961,12065699840,3.91,1158.290039,1296.040039,1120.089966,1273.199951,1273.199951,5222300160,9.92
66,"2018-01-13 00:00:00",13952.40039,14659.5,13952.40039,14360.2002,14360.2002,12763599872,2.92,1270.469971,1432.880005,1270.469971,1396.420044,1396.420044,5746760192,9.91
67,"2018-01-14 00:00:00",14370.79981,14511.79981,13268,13772,13772,11084099584,-4.17,1397.47998,1400.560059,1286.209961,1366.77002,1366.77002,4841630208,-2.2
68,"2018-01-15 00:00:00",13767.29981,14445.5,13641.7002,13819.79981,13819.79981,12750799872,0.38,1365.209961,1390.589966,1290.599976,1291.920044,1291.920044,4781100032,-5.37
69,"2018-01-16 00:00:00",13836.09961,13843.09961,10194.90039,11490.5,11490.5,18853799936,-16.95,1292.630005,1292.630005,875.544983,1053.689941,1053.689941,8405139968,-18.48
70,"2018-01-17 00:00:00",11431.09961,11678,9402.290039,11188.59961,11188.59961,18830600192,-2.12,1061.339966,1090.22998,780.921997,1014.25,1014.25,8545160192,-4.44
71,"2018-01-18 00:00:00",11198.79981,12107.29981,10942.5,11474.90039,11474.90039,15020399616,2.47,1016.440002,1100.310059,967.758972,1036.280029,1036.280029,5938319872,1.95
72,"2018-01-19 00:00:00",11429.79981,11992.79981,11172.09961,11607.40039,11607.40039,10740400128,1.55,1028.819946,1093.219971,1003.710022,1039.099976,1039.099976,4084450048,1
73,"2018-01-20 00:00:00",11656.2002,13103,11656.2002,12899.2002,12899.2002,11801700352,10.66,1044.949951,1167.109985,1044.949951,1155.150024,1155.150024,3975190016,10.55
74,"2018-01-21 00:00:00",12889.2002,12895.90039,11288.2002,11600.09961,11600.09961,9935179776,-10.0,1155.680054,1155.680054,1021.5,1049.579956,1049.579956,3378089984,-9.18
75,"2018-01-22 00:00:00",11633.09961,11966.40039,10240.2002,10931.40039,10931.40039,10537400320,-6.03,1055.349976,1089.099976,930.741028,1003.26001,1003.26001,3810099968,-4.94
76,"2018-01-23 00:00:00",10944.5,11377.59961,10129.7002,10868.40039,10868.40039,9660609536,-0.7,1004.169983,1023.22998,920.539978,986.229004,986.229004,3556699904,-1.79
77,"2018-01-24 00:00:00",10903.40039,11501.40039,10639.79981,11359.40039,11359.40039,9940989952,4.18,987.47699,1062.439941,965.807983,1058.780029,1058.780029,3944039936,7.22
78,"2018-01-25 00:00:00",11421.7002,11785.7002,11057.40039,11259.40039,11259.40039,8873169920,-1.42,1063.219971,1104.660034,1034.73999,1056.030029,1056.030029,4050190080,-0.68
79,"2018-01-26 00:00:00",11256,11656.7002,10470.29981,11171.40039,11171.40039,9746199552,-0.75,1052.699951,1080.599976,996.783997,1055.170044,1055.170044,3617690112,0.23
80,"2018-01-27 00:00:00",11174.90039,11614.90039,10989.2002,11440.7002,11440.7002,7583269888,2.38,1055.75,1121.97998,1042.119995,1107.069946,1107.069946,3002870016,4.86
81,"2018-01-28 00:00:00",11475.29981,12040.29981,11475.29981,11786.29981,11786.29981,8350360064,2.71,1111.780029,1257.77002,1111.780029,1246.01001,1246.01001,5372329984,12.07
82,"2018-01-29 00:00:00",11755.5,11875.59961,11179.2002,11296.40039,11296.40039,7107359744,-3.91,1246.699951,1256.699951,1169.079956,1182.359985,1182.359985,3715079936,-5.16
83,"2018-01-30 00:00:00",11306.79981,11307.2002,10036.2002,10106.29981,10106.29981,8637859840,-10.62,1184.130005,1184.630005,1058.969971,1071.130005,1071.130005,4107859968,-9.54
84,"2018-01-31 00:00:00",10108.2002,10381.59961,9777.419922,10221.09961,10221.09961,8041160192,1.12,1071.089966,1128.660034,1034.5,1118.310059,1118.310059,3757560064,4.41
85,"2018-02-01 00:00:00",10237.29981,10288.79981,8812.280273,9170.540039,9170.540039,9959400448,-10.42,1119.369995,1161.349976,984.81897,1036.790039,1036.790039,5261680128,-7.38
86,"2018-02-02 00:00:00",9142.280273,9142.280273,7796.490234,8830.75,8830.75,12726899712,-3.41,1035.77002,1035.77002,757.97998,915.784973,915.784973,6713290240,-11.58
87,"2018-02-03 00:00:00",8852.120117,9430.75,8251.629883,9174.910156,9174.910156,7263790080,3.65,919.210999,991.942993,847.690002,964.018982,964.018982,3243480064,4.87
88,"2018-02-04 00:00:00",9175.700195,9334.870117,8031.220215,8277.009766,8277.009766,7073549824,-9.79,964.666992,969.031982,805.064026,834.682007,834.682007,2997090048,-13.47
89,"2018-02-05 00:00:00",8270.540039,8364.839844,6756.680176,6955.27002,6955.27002,9285289984,-15.9,834.958008,856.645996,644.598999,697.950989,697.950989,4269530112,-16.41
90,"2018-02-06 00:00:00",7051.75,7850.700195,6048.259766,7754,7754,13999800320,9.96,707.737,796.439026,574.419006,793.122009,793.122009,6518269952,12.06
91,"2018-02-07 00:00:00",7755.490234,8509.110352,7236.790039,7621.299805,7621.299805,9169280000,-1.73,790.427979,851.200012,723.432983,757.067993,757.067993,3896179968,-4.22
92,"2018-02-08 00:00:00",7637.859863,8558.769531,7637.859863,8265.589844,8265.589844,9346750464,8.22,755.843018,845.085999,755.843018,817.807007,817.807007,3708189952,8.2
93,"2018-02-09 00:00:00",8271.839844,8736.980469,7884.709961,8736.980469,8736.980469,6784820224,5.62,818.47998,884.004028,788.833984,883.86499,883.86499,2495820032,7.99
94,"2018-02-10 00:00:00",8720.080078,9122.549805,8295.469727,8621.900391,8621.900391,7780960256,-1.13,882.46698,917.400024,825.577026,860.414978,860.414978,2930530048,-2.5
95,"2018-02-11 00:00:00",8616.129883,8616.129883,7931.100098,8129.970215,8129.970215,6122189824,-5.64,859.288025,859.288025,788.221985,814.659973,814.659973,2486650112,-5.19
96,"2018-02-12 00:00:00",8141.430176,8985.919922,8141.430176,8926.570313,8926.570313,6256439808,9.64,817.507996,875.937012,817.507996,868.70697,868.70697,2243450112,6.26
97,"2018-02-13 00:00:00",8926.719727,8958.469727,8455.410156,8598.30957,8598.30957,5696719872,-3.68,869.29303,870.708984,828.836975,845.257996,845.257996,2081170048,-2.76
98,"2018-02-14 00:00:00",8599.919922,9518.540039,8599.919922,9494.629883,9494.629883,7909819904,10.4,844.278992,926.429016,844.278992,923.560974,923.560974,2818370048,9.39
99,"2018-02-15 00:00:00",9488.320313,10234.79981,9395.580078,10166.40039,10166.40039,9062540288,7.15,923.728027,951.947998,911.111023,936.976013,936.976013,2900100096,1.43
100,"2018-02-16 00:00:00",10135.7002,10324.09961,9824.820313,10233.90039,10233.90039,7296159744,0.97,934.786011,950.005005,917.848022,944.210022,944.210022,2369449984,1.01
101,"2018-02-17 00:00:00",10207.5,11139.5,10149.40039,11112.7002,11112.7002,8660880384,8.87,944.747986,976.594971,940.754028,974.11499,974.11499,2525720064,3.11
102,"2018-02-18 00:00:00",11123.40039,11349.79981,10326,10551.79981,10551.79981,8744009728,-5.14,973.348999,982.932983,915.445007,923.921021,923.921021,2567290112,-5.08
103,"2018-02-19 00:00:00",10552.59961,11273.79981,10513.2002,11225.29981,11225.29981,7652089856,6.37,921.66803,957.776978,921.554016,943.86499,943.86499,2169019904,2.41
104,"2018-02-20 00:00:00",11231.79981,11958.5,11231.79981,11403.7002,11403.7002,9926540288,1.53,943.567017,965.265015,892.953979,895.370972,895.370972,2545260032,-5.11
105,"2018-02-21 00:00:00",11372.2002,11418.5,10479.09961,10690.40039,10690.40039,9405339648,-6.0,894.13501,912.375,830.562988,849.971008,849.971008,2531729920,-4.94
106,"2018-02-22 00:00:00",10660.40039,11039.09961,9939.089844,10005,10005,8040079872,-6.15,849.262024,875.926025,802.66803,812.844971,812.844971,2150370048,-4.29
107,"2018-02-23 00:00:00",9937.070313,10487.29981,9734.55957,10301.09961,10301.09961,7739500032,3.66,811.585022,886.317993,794.791016,864.189026,864.189026,2334820096,6.48
108,"2018-02-24 00:00:00",10287.7002,10597.2002,9546.969727,9813.070313,9813.070313,6917929984,-4.61,861.593018,879.531006,818.549988,840.515015,840.515015,1926579968,-2.45
109,"2018-02-25 00:00:00",9796.419922,9923.219727,9407.05957,9664.730469,9664.730469,5706939904,-1.34,839.458984,853.145996,822.380981,844.809998,844.809998,1646960000,0.64
110,"2018-02-26 00:00:00",9669.429688,10475,9501.730469,10366.7002,10366.7002,7287690240,7.21,845.278015,880.392029,842.31897,869.315002,869.315002,2044480000,2.84
111,"2018-02-27 00:00:00",10393.90039,10878.5,10246.09961,10725.59961,10725.59961,6966179840,3.19,870.36499,896.258972,867.096985,878.265015,878.265015,2053980032,0.91
112,"2018-02-28 00:00:00",10687.2002,11089.79981,10393.09961,10397.90039,10397.90039,6936189952,-2.71,877.934021,890.107971,855.124023,855.198975,855.198975,1963980032,-2.59
113,"2018-03-01 00:00:00",10385,11052.29981,10352.7002,10951,10951,7317279744,5.45,856.012024,880.302002,851.919983,872.200012,872.200012,1868519936,1.89
114,"2018-03-02 00:00:00",10977.40039,11189,10850.09961,11086.40039,11086.40039,7620590080,0.99,871.763977,876.377991,852.421997,856.853027,856.853027,1894419968,-1.71
115,"2018-03-03 00:00:00",11101.90039,11528.2002,11002.40039,11489.7002,11489.7002,6690570240,3.49,856.710999,868.453979,855.20697,857.224976,857.224976,1699369984,0.06
116,"2018-03-04 00:00:00",11497.40039,11512.59961,11136.09961,11512.59961,11512.59961,6084149760,0.13,856.185974,867.950012,840.280029,866.677979,866.677979,1697939968,1.23
117,"2018-03-05 00:00:00",11532.40039,11704.09961,11443.90039,11573.29981,11573.29981,6468539904,0.35,866.846008,869.919983,853.52002,853.684021,853.684021,1898489984,-1.52
118,"2018-03-06 00:00:00",11500.09961,11500.09961,10694.29981,10779.90039,10779.90039,6832169984,-6.26,853.817017,853.817017,809.93103,816.950989,816.950989,1943069952,-4.32
119,"2018-03-07 00:00:00",10803.90039,10929.5,9692.120117,9965.570313,9965.570313,8797910016,-7.76,816.270996,825.606995,726.546997,752.830994,752.830994,2175419904,-7.77
120,"2018-03-08 00:00:00",9951.44043,10147.40039,9335.870117,9395.009766,9395.009766,7186089984,-5.59,752.570007,773.767029,696.169006,704.596008,704.596008,1891640064,-6.37
121,"2018-03-09 00:00:00",9414.69043,9466.349609,8513.030273,9337.549805,9337.549805,8704190464,-0.82,702.197021,729.156006,648.106995,728.916016,728.916016,2233019904,3.81
122,"2018-03-10 00:00:00",9350.589844,9531.320313,8828.469727,8866,8866,5386319872,-5.18,730.159973,748.031006,682.695007,686.890015,686.890015,1532960000,-5.93
123,"2018-03-11 00:00:00",8852.780273,9711.889648,8607.120117,9578.629883,9578.629883,6296370176,8.2,685.312012,735.830994,668.122986,723.338989,723.338989,1562680064,5.55
124,"2018-03-12 00:00:00",9602.929688,9937.5,8956.429688,9205.120117,9205.120117,6457399808,-4.14,724.406006,742.513977,683.268005,699.830994,699.830994,1764999936,-3.39
125,"2018-03-13 00:00:00",9173.040039,9470.379883,8958.19043,9194.849609,9194.849609,5991139840,0.24,698.153015,713.734985,682.349976,690.827026,690.827026,1425959936,-1.05
126,"2018-03-14 00:00:00",9214.650391,9355.849609,8068.589844,8269.80957,8269.80957,6438230016,-10.25,691.218994,702.783997,594.099976,614.291016,614.291016,1810560000,-11.13
127,"2018-03-15 00:00:00",8290.759766,8428.349609,7783.049805,8300.860352,8300.860352,6834429952,0.12,614.838989,620.616028,579.505005,611.304016,611.304016,1770460032,-0.57
128,"2018-03-16 00:00:00",8322.910156,8585.150391,8005.310059,8338.349609,8338.349609,5289379840,0.19,611.778015,623.16803,587.862,601.666016,601.666016,1417350016,-1.65
129,"2018-03-17 00:00:00",8321.910156,8346.530273,7812.819824,7916.879883,7916.879883,4426149888,-4.87,601.677979,609.151001,549.096008,552.778992,552.778992,1267810048,-8.13
130,"2018-03-18 00:00:00",7890.52002,8245.509766,7397.990234,8223.679688,8223.679688,6639190016,4.22,551.640015,551.640015,460.088013,538.643982,538.643982,2685499904,-2.36
131,"2018-03-19 00:00:00",8344.120117,8675.870117,8182.399902,8630.650391,8630.650391,6729110016,3.43,546.625977,558.099976,519.122986,556.726013,556.726013,2046790016,1.85
132,"2018-03-20 00:00:00",8619.669922,9051.019531,8389.889648,8913.469727,8913.469727,6361789952,3.41,556.721985,567.090027,521.203979,557.174988,557.174988,1833680000,0.08
133,"2018-03-21 00:00:00",8937.480469,9177.370117,8846.330078,8929.280273,8929.280273,6043129856,-0.09,559.099976,589.606995,550.572021,561.731995,561.731995,1781270016,0.47
134,"2018-03-22 00:00:00",8939.44043,9100.709961,8564.900391,8728.469727,8728.469727,5530390016,-2.36,562.103027,577.565979,523.088989,539.702026,539.702026,1523459968,-3.99
135,"2018-03-23 00:00:00",8736.25,8879.620117,8360.620117,8879.620117,8879.620117,5954120192,1.64,539.864014,540.487,512.127014,539.619019,539.619019,1596349952,-0.05
136,"2018-03-24 00:00:00",8901.950195,8996.179688,8665.700195,8668.120117,8668.120117,5664600064,-2.63,542.572021,545.382019,526.080017,526.439026,526.439026,1300009984,-2.97
137,"2018-03-25 00:00:00",8612.80957,8682.009766,8449.099609,8495.780273,8495.780273,4569880064,-1.36,522.703003,535.820984,515.658997,524.286987,524.286987,1151170048,0.3
138,"2018-03-26 00:00:00",8498.469727,8530.080078,7921.430176,8209.400391,8209.400391,5921039872,-3.4,524.286987,526.379028,470.440002,489.950989,489.950989,1638880000,-6.55
139,"2018-03-27 00:00:00",8200,8232.780273,7797.279785,7833.040039,7833.040039,5378250240,-4.48,489.589996,491.459015,449.971008,450.115997,450.115997,1617939968,-8.06
140,"2018-03-28 00:00:00",7836.830078,8122.890137,7809.169922,7954.47998,7954.47998,4935289856,1.5,450.290985,466.210999,444.860992,446.278992,446.278992,1514179968,-0.89
141,"2018-03-29 00:00:00",7979.069824,7994.330078,7081.379883,7165.700195,7165.700195,6361229824,-10.19,448.075012,450.812988,385.812988,385.967987,385.967987,1970230016,-13.86
142,"2018-03-30 00:00:00",7171.450195,7276.660156,6683.930176,6890.52002,6890.52002,6289509888,-3.92,385.904999,409.928986,368.632996,394.644989,394.644989,1878130048,2.26
143,"2018-03-31 00:00:00",6892.47998,7207.850098,6863.52002,6973.529785,6973.529785,4553269760,1.18,395.003998,418.467987,392.953003,396.457001,396.457001,1323920000,0.37
144,"2018-04-01 00:00:00",7003.060059,7060.950195,6526.870117,6844.22998,6844.22998,4532100096,-2.27,397.253998,400.528015,363.804993,379.606995,379.606995,1256930048,-4.44
145,"2018-04-02 00:00:00",6844.859863,7135.470215,6816.580078,7083.799805,7083.799805,4333440000,3.49,379.699005,395.17099,377.592987,386.424988,386.424988,1102259968,1.77
146,"2018-04-03 00:00:00",7102.259766,7530.939941,7072.490234,7456.109863,7456.109863,5499700224,4.98,387.312012,418.967987,383.532013,416.893005,416.893005,1363399936,7.64
147,"2018-04-04 00:00:00",7456.410156,7469.879883,6803.879883,6853.839844,6853.839844,4936000000,-8.08,416.484985,417.471985,375.309998,380.542999,380.542999,1287730048,-8.63
148,"2018-04-05 00:00:00",6848.649902,6933.819824,6644.799805,6811.470215,6811.470215,5639320064,-0.54,379.946991,387.716003,369.81601,383.231995,383.231995,1210680064,0.86
149,"2018-04-06 00:00:00",6815.959961,6857.490234,6575,6636.319824,6636.319824,3766810112,-2.64,382.730988,385.195007,366.911011,370.285004,370.285004,967105984,-3.25
150,"2018-04-07 00:00:00",6630.509766,7050.540039,6630.509766,6911.089844,6911.089844,3976610048,4.23,370.380005,393.05899,369.936005,385.313995,385.313995,951475008,4.03
151,"2018-04-08 00:00:00",6919.97998,7111.560059,6919.97998,7023.52002,7023.52002,3652499968,1.5,385.743011,402.589996,385.60199,400.507996,400.507996,948488000,3.83
152,"2018-04-09 00:00:00",7044.319824,7178.109863,6661.990234,6770.72998,6770.72998,4894060032,-3.88,400.856995,429.251007,390.609985,398.526001,398.526001,1478390016,-0.58
153,"2018-04-10 00:00:00",6795.439941,6872.410156,6704.149902,6834.759766,6834.759766,4272750080,0.58,399.411011,415.888,393.878998,414.243011,414.243011,1196000000,3.71
