"id","Date","Crypto","Open","High","Low","Close","Adj_Close","Volume","Daily_Percent_Change"
57,"2014-11-12 00:00:00","BTC",367.984985,429.717987,367.984985,423.561005,423.561005,45783200,15.1
58,"2014-11-13 00:00:00","BTC",427.27301,457.092987,401.122986,420.734985,420.734985,58945000,-1.53
59,"2014-11-14 00:00:00","BTC",418.416992,419.252014,384.789001,397.817993,397.817993,29589200,-4.92
60,"2014-11-15 00:00:00","BTC",399.649994,405.528015,371.007996,376.132996,376.132996,15727500,-5.88
61,"2014-11-16 00:00:00","BTC",374.730011,390.799011,374.60199,387.881989,387.881989,11905600,3.51
62,"2014-11-17 00:00:00","BTC",388.348999,410.199005,377.502014,387.40799,387.40799,41518800,-0.24
63,"2014-11-18 00:00:00","BTC",387.785004,392.402008,371.117004,375.197998,375.197998,32222500,-3.25
64,"2014-11-19 00:00:00","BTC",373.895996,386.480988,373.895996,380.554993,380.554993,18931800,1.78
65,"2014-11-20 00:00:00","BTC",380.307007,382.024994,356.781006,357.839996,357.839996,25233200,-5.91
66,"2014-11-21 00:00:00","BTC",357.878998,357.878998,344.112,350.847992,350.847992,29850100,-1.96
67,"2014-11-22 00:00:00","BTC",351.604004,364.841003,350.877991,352.920013,352.920013,15273000,0.37
68,"2014-11-23 00:00:00","BTC",353.174988,370.845001,353.174988,367.572998,367.572998,15151600,4.08
69,"2014-11-24 00:00:00","BTC",366.947998,387.209015,366.669006,376.901001,376.901001,30930100,2.71
70,"2014-11-25 00:00:00","BTC",376.885986,394.700989,374.783997,375.347992,375.347992,25442200,-0.41
71,"2014-11-26 00:00:00","BTC",376.019012,377.697998,365.81601,368.369995,368.369995,18601700,-2.03
72,"2014-11-27 00:00:00","BTC",370.502014,373.992004,368.282013,369.670013,369.670013,8748030,-0.22
73,"2014-11-28 00:00:00","BTC",369.373993,382.838013,358.454987,376.446991,376.446991,22946500,1.91
74,"2014-11-29 00:00:00","BTC",376.152008,387.601013,372.144989,375.490997,375.490997,15375600,-0.18
75,"2014-11-30 00:00:00","BTC",375.51001,382.527008,373.30899,378.046997,378.046997,9194440,0.68
76,"2014-12-01 00:00:00","BTC",378.248993,383.661987,376.669006,379.244995,379.244995,11763000,0.26
77,"2014-12-02 00:00:00","BTC",379.25,384.037994,377.863007,381.315002,381.315002,12364100,0.54
78,"2014-12-03 00:00:00","BTC",381.721985,383.026001,374.346008,375.01001,375.01001,13340100,-1.76
79,"2014-12-04 00:00:00","BTC",375.717987,378.654999,367.759003,369.604004,369.604004,14529600,-1.63
80,"2014-12-05 00:00:00","BTC",369.441986,379.191986,365.756012,376.854004,376.854004,15181800,2.01
81,"2014-12-06 00:00:00","BTC",376.756989,378.447998,370.945007,374.785004,374.785004,7009320,-0.52
82,"2014-12-07 00:00:00","BTC",374.835999,376.291992,373.274994,375.095001,375.095001,6491650,0.07
83,"2014-12-08 00:00:00","BTC",374.964996,376.028992,361.885986,361.908997,361.908997,18898700,-3.48
84,"2014-12-09 00:00:00","BTC",361.894989,363.066986,344.950989,352.218994,352.218994,32915500,-2.67
85,"2014-12-10 00:00:00","BTC",352.204987,352.384003,346.36499,346.36499,346.36499,16427700,-1.66
86,"2014-12-11 00:00:00","BTC",344.339996,361.356995,338.763,350.506012,350.506012,32431300,1.79
87,"2014-12-12 00:00:00","BTC",350.833008,352.983002,349.290985,352.541992,352.541992,16989800,0.49
88,"2014-12-13 00:00:00","BTC",352.381012,352.381012,346.588013,347.376007,347.376007,11675900,-1.42
89,"2014-12-14 00:00:00","BTC",346.72699,353.31601,345.417999,351.631989,351.631989,12415200,1.41
90,"2014-12-15 00:00:00","BTC",351.360992,351.815002,344.93399,345.345001,345.345001,17264200,-1.71
91,"2014-12-16 00:00:00","BTC",345.673004,345.859009,327.062012,327.062012,327.062012,30864900,-5.38
92,"2014-12-17 00:00:00","BTC",326.855011,333.95401,315.152008,319.776001,319.776001,37567900,-2.17
93,"2014-12-18 00:00:00","BTC",319.785004,323.709015,304.231995,311.395996,311.395996,39173000,-2.62
94,"2014-12-19 00:00:00","BTC",311.178986,318.53299,306.769012,317.842987,317.842987,23823100,2.14
95,"2014-12-20 00:00:00","BTC",317.618988,330.325012,316.044006,329.955994,329.955994,20856700,3.88
96,"2014-12-21 00:00:00","BTC",329.542999,329.628998,318.903015,320.842987,320.842987,15207600,-2.64
97,"2014-12-22 00:00:00","BTC",321.067993,334.117004,320.424988,331.885986,331.885986,22315100,3.37
98,"2014-12-23 00:00:00","BTC",332.016998,336.286987,329.60199,334.571991,334.571991,16574200,0.77
99,"2014-12-24 00:00:00","BTC",334.38501,334.740997,321.356995,322.533997,322.533997,15092300,-3.54
100,"2014-12-25 00:00:00","BTC",322.286011,322.670013,316.958008,319.007996,319.007996,9883640,-1.02
101,"2014-12-26 00:00:00","BTC",319.152008,331.424011,316.627014,327.924011,327.924011,16410500,2.75
102,"2014-12-27 00:00:00","BTC",327.583008,328.911011,312.630005,315.863007,315.863007,15185200,-3.58
103,"2014-12-28 00:00:00","BTC",316.160004,320.028015,311.078003,317.239014,317.239014,11676600,0.34
104,"2014-12-29 00:00:00","BTC",317.700989,320.266998,312.307007,312.670013,312.670013,12302500,-1.58
105,"2014-12-30 00:00:00","BTC",312.718994,314.80899,309.372986,310.737,310.737,12528300,-0.63
106,"2014-12-31 00:00:00","BTC",310.914001,320.192993,310.210999,320.192993,320.192993,13942900,2.98
107,"2015-01-01 00:00:00","BTC",320.434998,320.434998,314.002991,314.248993,314.248993,8036550,-1.93
108,"2015-01-02 00:00:00","BTC",314.07901,315.838989,313.565002,315.032013,315.032013,7860650,0.3
109,"2015-01-03 00:00:00","BTC",314.846008,315.149994,281.082001,281.082001,281.082001,33054400,-10.72
110,"2015-01-04 00:00:00","BTC",281.145996,287.230011,257.612,264.195007,264.195007,55629100,-6.03
111,"2015-01-05 00:00:00","BTC",265.084015,278.341003,265.084015,274.473999,274.473999,43962800,3.54
112,"2015-01-06 00:00:00","BTC",274.610992,287.553009,272.696014,286.188995,286.188995,23245700,4.22
113,"2015-01-07 00:00:00","BTC",286.076996,298.753998,283.07901,294.337006,294.337006,24866800,2.89
114,"2015-01-08 00:00:00","BTC",294.13501,294.13501,282.174988,283.348999,283.348999,19982500,-3.67
115,"2015-01-09 00:00:00","BTC",282.382996,291.114014,280.53299,290.40799,290.40799,18718600,2.84
116,"2015-01-10 00:00:00","BTC",287.303009,288.127014,273.966003,274.79599,274.79599,15264300,-4.35
117,"2015-01-11 00:00:00","BTC",274.608002,279.638,265.039001,265.660004,265.660004,18200800,-3.26
118,"2015-01-12 00:00:00","BTC",266.145996,272.203003,265.200012,267.79599,267.79599,18880300,0.62
119,"2015-01-13 00:00:00","BTC",267.394012,268.277008,219.906006,225.860992,225.860992,72843904,-15.53
120,"2015-01-14 00:00:00","BTC",223.893997,223.893997,171.509995,178.102997,178.102997,97638704,-20.45
121,"2015-01-15 00:00:00","BTC",176.897003,229.067001,176.897003,209.843994,209.843994,81773504,18.62
122,"2015-01-16 00:00:00","BTC",209.070007,221.591003,199.770996,208.097,208.097,38421000,-0.47
123,"2015-01-17 00:00:00","BTC",207.834,211.731003,194.875,199.259995,199.259995,23469700,-4.13
124,"2015-01-18 00:00:00","BTC",200.050003,218.695007,194.505997,210.339005,210.339005,30085100,5.14
125,"2015-01-19 00:00:00","BTC",211.470993,216.727997,207.317993,214.860992,214.860992,18658300,1.6
126,"2015-01-20 00:00:00","BTC",212.906998,215.240997,205.153,211.315002,211.315002,24051100,-0.75
127,"2015-01-21 00:00:00","BTC",211.378006,227.787994,211.212006,226.897003,226.897003,29924600,7.34
128,"2015-01-22 00:00:00","BTC",227.322006,237.018997,226.434006,233.406006,233.406006,33544600,2.68
129,"2015-01-23 00:00:00","BTC",233.516998,234.845001,225.195999,232.878998,232.878998,24621700,-0.27
130,"2015-01-24 00:00:00","BTC",232.699997,248.210007,230.022003,247.847,247.847,24782500,6.51
131,"2015-01-25 00:00:00","BTC",247.352005,255.074005,243.889999,253.718002,253.718002,33582700,2.57
132,"2015-01-26 00:00:00","BTC",254.078995,309.384003,254.078995,273.472992,273.472992,106794000,7.63
133,"2015-01-27 00:00:00","BTC",273.166992,275.480011,250.653,263.475006,263.475006,44399000,-3.55
134,"2015-01-28 00:00:00","BTC",263.351013,266.535004,227.046005,233.914993,233.914993,44352200,-11.18
135,"2015-01-29 00:00:00","BTC",233.348007,238.705994,220.712006,233.513,233.513,32213400,0.07
136,"2015-01-30 00:00:00","BTC",232.772003,242.850998,225.839005,226.425003,226.425003,26605200,-2.73
137,"2015-01-31 00:00:00","BTC",226.440994,233.503998,216.309006,217.464005,217.464005,23348200,-3.96
138,"2015-02-01 00:00:00","BTC",216.867004,231.574005,212.014999,226.972,226.972,29128500,4.66
139,"2015-02-02 00:00:00","BTC",226.490997,242.175003,222.658997,238.229004,238.229004,30612100,5.18
140,"2015-02-03 00:00:00","BTC",237.453995,245.957001,224.483002,227.268005,227.268005,40783700,-4.29
141,"2015-02-04 00:00:00","BTC",227.511002,230.057999,221.113007,226.852997,226.852997,26594300,-0.29
142,"2015-02-05 00:00:00","BTC",227.664993,239.404999,214.725006,217.110992,217.110992,22516400,-4.64
143,"2015-02-06 00:00:00","BTC",216.923004,230.509995,216.231995,222.266006,222.266006,24435300,2.46
144,"2015-02-07 00:00:00","BTC",222.632996,230.298996,222.606995,227.753998,227.753998,21604200,2.3
145,"2015-02-08 00:00:00","BTC",227.692993,229.438004,221.076996,223.412003,223.412003,17145200,-1.88
146,"2015-02-09 00:00:00","BTC",223.389008,223.977005,217.018997,220.110001,220.110001,27791300,-1.47
147,"2015-02-10 00:00:00","BTC",220.281998,221.807007,215.332001,219.839005,219.839005,21115100,-0.2
148,"2015-02-11 00:00:00","BTC",219.731995,223.406006,218.074005,219.184998,219.184998,17201900,-0.25
149,"2015-02-12 00:00:00","BTC",219.207993,222.199005,217.613998,221.764008,221.764008,15206200,1.17
150,"2015-02-13 00:00:00","BTC",221.968994,240.259003,221.261993,235.427002,235.427002,42744400,6.06
151,"2015-02-14 00:00:00","BTC",235.528,259.808014,235.528,257.321014,257.321014,49732500,9.25
152,"2015-02-15 00:00:00","BTC",257.506989,265.610992,227.684006,234.824997,234.824997,56552400,-8.81
153,"2015-02-16 00:00:00","BTC",234.824997,239.520996,229.022003,233.843002,233.843002,28153700,-0.42
154,"2015-02-17 00:00:00","BTC",233.421997,245.774994,232.313995,243.610001,243.610001,27363100,4.36
155,"2015-02-18 00:00:00","BTC",243.779999,244.251007,232.339996,236.326004,236.326004,25200800,-3.06
156,"2015-02-19 00:00:00","BTC",236.410004,242.671997,235.591995,240.283005,240.283005,18270500,1.64
157,"2015-02-20 00:00:00","BTC",240.251007,247.100998,239.298996,243.779007,243.779007,23876700,1.47
158,"2015-02-21 00:00:00","BTC",243.751999,255.320007,243.184006,244.533997,244.533997,12284200,0.32
159,"2015-02-22 00:00:00","BTC",244.544006,246.391998,233.850998,235.977005,235.977005,19527000,-3.5
160,"2015-02-23 00:00:00","BTC",235.994995,240.108994,232.421005,238.891998,238.891998,16400000,1.23
161,"2015-02-24 00:00:00","BTC",238.998001,239.901001,236.401993,238.735001,238.735001,14200400,-0.11
162,"2015-02-25 00:00:00","BTC",238.889999,239.339996,235.529999,237.470001,237.470001,11496200,-0.59
163,"2015-02-26 00:00:00","BTC",237.337006,237.710007,234.257004,236.425995,236.425995,13619400,-0.38
164,"2015-02-27 00:00:00","BTC",236.436005,256.653015,236.436005,253.828003,253.828003,44013900,7.36
165,"2015-02-28 00:00:00","BTC",253.520004,254.692001,249.479004,254.263,254.263,13949300,0.29
166,"2015-03-01 00:00:00","BTC",254.283005,261.660004,245.932999,260.201996,260.201996,25213700,2.33
167,"2015-03-02 00:00:00","BTC",260.356995,276.300995,258.312988,275.670013,275.670013,40465700,5.88
168,"2015-03-03 00:00:00","BTC",275.04599,285.79599,268.161011,281.701996,281.701996,50461300,2.42
169,"2015-03-04 00:00:00","BTC",281.98999,284.225006,268.126007,273.09201,273.09201,41383000,-3.16
170,"2015-03-05 00:00:00","BTC",272.739014,281.666992,264.769012,276.178009,276.178009,41302400,1.26
171,"2015-03-06 00:00:00","BTC",275.600006,277.608002,270.015015,272.722992,272.722992,28918900,-1.04
172,"2015-03-07 00:00:00","BTC",272.294006,277.854004,270.132996,276.260986,276.260986,17825900,1.46
173,"2015-03-08 00:00:00","BTC",276.433014,277.858002,272.565002,274.354004,274.354004,22067900,-0.75
174,"2015-03-09 00:00:00","BTC",274.812012,292.700989,273.893005,289.606995,289.606995,59178200,5.38
175,"2015-03-10 00:00:00","BTC",289.862,300.044006,289.743011,291.76001,291.76001,67770800,0.65
176,"2015-03-11 00:00:00","BTC",291.524994,297.390991,290.507996,296.378998,296.378998,33963900,1.67
177,"2015-03-12 00:00:00","BTC",296.127014,297.088013,292.412994,294.354004,294.354004,32585200,-0.6
178,"2015-03-13 00:00:00","BTC",294.118011,294.497986,285.337006,285.337006,285.337006,31421500,-2.99
179,"2015-03-14 00:00:00","BTC",284.441986,286.34201,280.976013,281.88501,281.88501,22612300,-0.9
180,"2015-03-15 00:00:00","BTC",281.424988,286.528992,280.996002,286.393005,286.393005,11970100,1.77
181,"2015-03-16 00:00:00","BTC",285.684998,294.112,285.684998,290.592987,290.592987,21516100,1.72
182,"2015-03-17 00:00:00","BTC",290.595001,292.36499,284.373993,285.505005,285.505005,21497200,-1.75
183,"2015-03-18 00:00:00","BTC",285.066986,285.335999,249.869995,256.299011,256.299011,57008000,-10.09
184,"2015-03-19 00:00:00","BTC",255.880005,264.243988,248.636002,260.928009,260.928009,52732000,1.97
185,"2015-03-20 00:00:00","BTC",260.955994,264.847992,259.161987,261.748993,261.748993,18456700,0.3
186,"2015-03-21 00:00:00","BTC",261.644012,262.196014,255.649994,260.024994,260.024994,17130100,-0.62
187,"2015-03-22 00:00:00","BTC",259.916992,269.747009,259.589996,267.959991,267.959991,18438100,3.09
188,"2015-03-23 00:00:00","BTC",267.894989,277.296997,261.744995,266.73999,266.73999,22811900,-0.43
189,"2015-03-24 00:00:00","BTC",266.576996,267.002991,244.154999,245.595001,245.595001,40073700,-7.87
190,"2015-03-25 00:00:00","BTC",247.472,249.190002,236.514999,246.197006,246.197006,35866900,-0.52
191,"2015-03-26 00:00:00","BTC",246.276001,254.354004,244.904999,248.531998,248.531998,25730000,0.92
192,"2015-03-27 00:00:00","BTC",248.565994,256.811005,245.212997,247.029007,247.029007,17274900,-0.62
193,"2015-03-28 00:00:00","BTC",246.975006,254.205002,246.975006,252.798004,252.798004,16040900,2.36
194,"2015-03-29 00:00:00","BTC",252.740005,253.139008,240.850006,242.712997,242.712997,21699400,-3.97
195,"2015-03-30 00:00:00","BTC",242.878998,249.242004,239.214005,247.526001,247.526001,23009600,1.91
196,"2015-03-31 00:00:00","BTC",247.453995,248.729996,242.738998,244.223999,244.223999,22672000,-1.31
197,"2015-04-01 00:00:00","BTC",244.223007,247.541,241.160004,247.272003,247.272003,22877200,1.25
198,"2015-04-02 00:00:00","BTC",247.089005,254.460999,245.416,253.005005,253.005005,26272600,2.39
199,"2015-04-03 00:00:00","BTC",253.074005,256.042999,251.878998,254.322006,254.322006,23146600,0.49
200,"2015-04-04 00:00:00","BTC",254.291,255.257996,251.100006,253.697006,253.697006,12493500,-0.23
201,"2015-04-05 00:00:00","BTC",253.761002,260.674988,251.942001,260.597992,260.597992,19649200,2.69
202,"2015-04-06 00:00:00","BTC",260.721008,261.798004,254.574997,255.492004,255.492004,20034200,-2.01
203,"2015-04-07 00:00:00","BTC",255.274002,255.804993,252.205002,253.179993,253.179993,18467400,-0.82
204,"2015-04-08 00:00:00","BTC",253.063995,253.847,244.214996,245.022003,245.022003,30086400,-3.18
205,"2015-04-09 00:00:00","BTC",244.751007,246.117996,239.399994,243.675995,243.675995,21643500,-0.44
206,"2015-04-10 00:00:00","BTC",243.694,243.694,232.770996,236.072006,236.072006,28882000,-3.13
207,"2015-04-11 00:00:00","BTC",236.016006,239.537003,234.175003,236.552002,236.552002,16365200,0.23
208,"2015-04-12 00:00:00","BTC",236.535004,237.727997,233.494995,236.153,236.153,12387900,-0.16
209,"2015-04-13 00:00:00","BTC",235.949997,236.934998,221.996002,224.587006,224.587006,31181800,-4.82
210,"2015-04-14 00:00:00","BTC",224.759003,224.975998,216.322998,219.158997,219.158997,31719000,-2.49
211,"2015-04-15 00:00:00","BTC",219.072998,223.832993,218.649002,223.832993,223.832993,22562000,2.17
212,"2015-04-16 00:00:00","BTC",223.917007,229.671997,223.917007,228.572998,228.572998,24805400,2.08
213,"2015-04-17 00:00:00","BTC",228.574997,228.906006,221.942001,222.882004,222.882004,20429800,-2.49
214,"2015-04-18 00:00:00","BTC",222.852997,224.315994,220.876007,223.356003,223.356003,12939000,0.23
215,"2015-04-19 00:00:00","BTC",223.455994,226.352997,222.373001,222.600006,222.600006,15021500,-0.38
216,"2015-04-20 00:00:00","BTC",222.612,226.350998,221.977005,224.626007,224.626007,18364700,0.9
217,"2015-04-21 00:00:00","BTC",224.619995,235.268997,224.300995,235.268997,235.268997,24978000,4.74
218,"2015-04-22 00:00:00","BTC",235.602005,237.908997,233.475998,234.175995,234.175995,23847900,-0.61
219,"2015-04-23 00:00:00","BTC",234.052994,236.475006,233.199005,236.462006,236.462006,17036000,1.03
220,"2015-04-24 00:00:00","BTC",235.970001,236.304993,229.932999,231.268005,231.268005,21448700,-1.99
221,"2015-04-25 00:00:00","BTC",231.235001,232.561005,226.337006,226.389999,226.389999,13957200,-2.1
222,"2015-04-26 00:00:00","BTC",226.410004,226.944,214.873993,219.429993,219.429993,28943700,-3.08
223,"2015-04-27 00:00:00","BTC",219.429001,233.304993,218.022995,229.285995,229.285995,38574000,4.49
224,"2015-04-28 00:00:00","BTC",228.968994,229.494995,223.069,225.854996,225.854996,21469200,-1.36
225,"2015-04-29 00:00:00","BTC",225.591003,227.039993,223.429993,225.807999,225.807999,18936500,0.1
226,"2015-04-30 00:00:00","BTC",225.692993,239.563004,224.992996,236.145004,236.145004,33818600,4.63
227,"2015-05-01 00:00:00","BTC",235.938995,238.966003,232.078995,232.078995,232.078995,18815300,-1.64
228,"2015-05-02 00:00:00","BTC",232.341003,235.727005,232.341003,234.929993,234.929993,12535500,1.11
229,"2015-05-03 00:00:00","BTC",234.880005,243.240005,234.082993,240.358002,240.358002,18494100,2.33
230,"2015-05-04 00:00:00","BTC",240.356003,242.638,237.809998,239.018005,239.018005,21223400,-0.56
231,"2015-05-05 00:00:00","BTC",238.852005,239.203995,232.054001,236.121002,236.121002,23929100,-1.14
232,"2015-05-06 00:00:00","BTC",236.248993,236.453995,229.231003,229.781998,229.781998,29587200,-2.74
233,"2015-05-07 00:00:00","BTC",229.662003,239.104996,228.572998,237.334,237.334,29064400,3.34
234,"2015-05-08 00:00:00","BTC",237.203995,246.274994,236.274002,243.863007,243.863007,27445500,2.81
235,"2015-05-09 00:00:00","BTC",243.768997,247.804001,239.639008,241.832001,241.832001,19790500,-0.79
236,"2015-05-10 00:00:00","BTC",241.729004,244.067993,238.848999,240.296005,240.296005,15019100,-0.59
237,"2015-05-11 00:00:00","BTC",240.298996,244.270004,239.376007,242.158005,242.158005,20892300,0.77
238,"2015-05-12 00:00:00","BTC",242.145004,242.880997,240.098999,241.112,241.112,19282600,-0.43
239,"2015-05-13 00:00:00","BTC",241.397995,243.703995,235.044998,236.376999,236.376999,27180100,-2.08
240,"2015-05-14 00:00:00","BTC",236.214005,237.798996,234.057007,236.929001,236.929001,24413700,0.3
241,"2015-05-15 00:00:00","BTC",236.955002,238.753006,236.794998,237.604996,237.604996,16329400,0.27
242,"2015-05-16 00:00:00","BTC",237.643997,237.697006,235.294998,236.153,236.153,11089700,-0.63
243,"2015-05-17 00:00:00","BTC",236.009995,238.024994,236.009995,236.802002,236.802002,11134300,0.34
244,"2015-05-18 00:00:00","BTC",236.886993,237.210007,232.460007,233.128006,233.128006,16780300,-1.59
245,"2015-05-19 00:00:00","BTC",233.037003,234.151001,231.817001,231.947006,231.947006,14241900,-0.47
246,"2015-05-20 00:00:00","BTC",231.889999,234.682999,231.841995,234.018005,234.018005,15499400,0.92
247,"2015-05-21 00:00:00","BTC",234.016006,236.242004,233.835007,235.343994,235.343994,15108900,0.57
248,"2015-05-22 00:00:00","BTC",235.320999,240.968994,235.059998,240.348007,240.348007,27003000,2.14
249,"2015-05-23 00:00:00","BTC",240.285995,241.024994,238.690994,238.871994,238.871994,14605000,-0.59
250,"2015-05-24 00:00:00","BTC",238.975998,241.977997,238.811005,240.953003,240.953003,11508000,0.83
251,"2015-05-25 00:00:00","BTC",240.927002,241.020996,236.636993,237.110001,237.110001,14423900,-1.58
252,"2015-05-26 00:00:00","BTC",237.104004,238.242004,235.692001,237.115997,237.115997,16425000,0.01
253,"2015-05-27 00:00:00","BTC",237.065002,238.636002,236.695007,237.283005,237.283005,18837000,0.09
254,"2015-05-28 00:00:00","BTC",237.257004,237.824005,236.651993,237.408005,237.408005,13829600,0.06
255,"2015-05-29 00:00:00","BTC",237.376999,237.522003,235.731003,237.095993,237.095993,14805000,-0.12
256,"2015-05-30 00:00:00","BTC",237.091995,237.093002,232.046005,233.345001,233.345001,14098600,-1.58
257,"2015-05-31 00:00:00","BTC",233.134995,233.251999,229.542007,230.190002,230.190002,14730800,-1.26
258,"2015-06-01 00:00:00","BTC",230.233002,231.712997,221.296005,222.925995,222.925995,26090500,-3.17
259,"2015-06-02 00:00:00","BTC",222.893997,226.416,222.419006,225.802994,225.802994,20459000,1.31
260,"2015-06-03 00:00:00","BTC",225.735992,227.404007,223.929993,225.873993,225.873993,17752400,0.06
261,"2015-06-04 00:00:00","BTC",225.772003,226.580994,224.054001,224.324005,224.324005,14728100,-0.64
